Bonham Street  Dublin 8, 1064.5249999999999, ### Property Description:  aparto is an award-winning student accommodation  conveniently located close to many of the universities like NCAD  Trinity College  BIMM  RCSI  DBS and language schools in Dublin city.      Home to 471 students  with a team of friendly staff on hand  around the clock  Binary Hub is the perfect choice for anyone looking to immerse themselves in to the Dublin lifestyle and become part of a diverse and friendly student community. aparto believe that home is not just about your room  but your overall experience.      Living in one of aparto's shared apartments is the perfect way to make new friends or live with old ones! Choose a room in one of their apartments  ranging between 3 and 8 bedrooms.   All the rooms at Binary Hub are stylish and fully furnished  with a comfy 4ft double bed  plenty of wardrobe and under-bed storage  a study desk  and a private ensuite shower room.   You will share a kitchen and living space with your new housemates  a great place to host dinners  socialise and relax.      You also get to use all of the Binary Hub facilities. Relax or mingle in the cosy common room  catch up on some work in our large study area €" designed to maximise comfort and offer an idyllic working ambience  enjoy some fresh air in the courtyard  keep fit in the modern gym  or head to 24/7 reception and have some downtime playing with Sebastian and Ash  the resident cats.      On top of all this your utility bills  internet  contents insurance  and onsite maintenance are all included in the price.      Community is at the heart of everything that aparto do - and it's no different at Binary Hub. Join one big family  with staff and residents from around the world focused on creating experiences you will be proud and very happy to be a part of!      aparto run a full events programme throughout the year  led by our residents  ranging from chilled out breakfast mornings  yoga sessions  cinema nights to more lively cocktail nights and cultural celebrations.There is always something going on!      Book with confidence FREE cancellation & flexible start dates   Get a free cancellation or defer the start of your booking if you can't travel or your university start date is delayed. See our cancellation policy on our website**** https://apartostudent.com/cancellation-policy-ireland  
107 Dorset Street Upper  Dublin 1, 1077.56, ### Property Description:  aparto is an award-winning student accommodation in Dublin.      Dorset Point is home to 447 students  with a team of friendly staff on hand around the clock  state of the art facilities  and a thriving student community  Dorset Point is the ideal student home.      Located on one of the most important streets north of the River Liffey  Dorset Point is close to TU Dublin Grangegorman Campus  Trinity College  RCSI  Dorset College and language schools in the city.      There are a range of stylish rooms to choose from in 2 - 7 bedroom apartments.   You can keep it cosy in an exclusive 2 or 3 bed apartment or be more social and choose an ensuite room in an apartment of 5  6 or 7 bedrooms.   All rooms are stylish and fully furnished  with a comfy 4ft double bed  plenty of wardrobe and under-bed storage  a study desk  large windows  and a private ensuite shower room. You will share a kitchen and living space  a great place to share food and socialise.      You will also have access to our state of the art on site facilities. Relax or mingle in the large common room with games and lounge area  watch a movie with some friends in the cinema room  catch up on some work in our study room or keep fit in the gym. If you are more of an outdoors person  you will enjoy our large outside space which includes 3 courtyards with a basketball court  table tennis and seating spaces. You can even lounge out in the sun on our mini lawn  when the weather is good.      On top of all this utility bills  internet  contents insurance  and onsite maintenance are all included in the price.      Community is at the heart of everything that aparto do - and it's no different at Dorset Point. Join one big family  with staff and residents from around the world focused on creating experiences you will be proud and very happy to be a part of!      aparto run a full events programme throughout the year  led by our residents  ranging from chilled out breakfast mornings  yoga sessions  cinema nights to more lively cocktail nights and cultural celebrations.      There is always something going on! Our staff are friendly  approachable and ready to help so get in touch now.      Single Bedroom Ensuite €248 weekly   Shared Bedroom Ensuite €210 weekly per person - Shared room available | 1 bed available      Book with confidence FREE cancellation & flexible start dates   Get a free cancellation or defer the start of your booking if you can't travel or your university start date is delayed. See our cancellation policy on our website**** https://apartostudent.com/cancellation-policy-ireland  
Brickfield Lane Dublin 8  Rialto  Dublin 8, 973.28, ### Property Description:  We have a range of room types and tenancy lengths available  including flexible bookings and Semester Lets  please visit our website or contact the site team for details! Also check out our website for our latest offers!      Brickworks' stylish shared apartments are the perfect choice for students. Whether you pick one of our spacious single or huge twin rooms  all feature plenty of storage  a great workspace  and a private en-suite bathroom. You'll also have access to large  well-equipped living and kitchen areas for you to chill out  cook and spend time with your flatmates. Enjoy stress-free student living knowing all bills  contents insurance  and high-speed Wi-Fi are included in the rent.      Brickworks is in a great location for all you could possibly need  is on lots of bus routes  and is near the Luas tram. We're also within walking distance of Trinity College  TUD  the RCSI  BIMM  NCAD  Griffith College and lots of other universities and colleges. There is a Lidl supermarket just a 2-minute walk away  and also a post office  pharmacy and coffee shop close by.      There are some amazing common spaces for you to enjoy  including a fully equipped gym (check out our induction video)  games area  cinema room and roof terrace with amazing views of Dublin city and mountains. Plus of course  a quiet study room for when you need to get your head down  open study areas for group work  and a printer so no need to worry about having your own.      Brickworks residents enjoy FREE tea and coffee every day in the common area  and if you're having friends over you can reserve our Sky Lounge on the rooftop.      The Accommodation Team are on-site to help you with whatever you need  even if it's just for a friendly chat or some Dublin tips. There's also a fun social events schedule so you can meet your fellow residents and make the most of your time at Brickworks!  
Ballymun Road  Ballymun  Dublin 11, 977.625, ### Property Description:  Aspen offers a unique living experience with your happiness and wellbeing in mind. Next to DCU and on the main road straight into town. Lots of buses every few mins direct to Trinity College  TU Dublin and UCD.      All rooms are private en-suite  from self-contained studios to comfy shared apartments  and they all come with free super-fast WIFI.      Located in the vibrant and buzzing area of Ballymun  beside Decathlon and Ikea  with local attractions in the area such as the self-sustainable Rediscovery Centre and café   theatre shows  classes and gallery exhibitions in the Axis Centre  A local library and lots of greenery with the landscape award winning 3.2 hectares Coultry Park next door and also Albert College Park at our feet.      Aspen also has a long list of onsite facilities for you to explore and enjoy  including a big common area  cinema  gym  games room  study spaces  bicycle storage and roof top terrace. You do not only have everything you need in one building but also in one community.      Rooms from €225. Studio apartments also available.      For more info go to www.aspenstudentlife.com  
From Here, 1042.8, ### Property Description:  BRAND NEW FOR SEPTEMBER 2020! Stylish student living in a great location in the city centre from €240pw      From here - student living  Cork Street is in a great location for access to all of the colleges  universities and the city centre. Cork Street will offer fantastic social spaces  including roof terraces and an onsite gym.      Looking to share with your mates? We offer shared apartments with your own private en-suite bedroom and access to a shared kitchen and living space. Each room comes with a small double bed  loads of storage  plenty of work space and your very own en-suite shower room.      All bills* included and Wi-Fi throughout  makes your living experience with us even better. Our on-site team are also on hand  and arrange a great social calandar for you to enjoy!      We have a number of room types available  please visit our website for full information  availability and offers.  
From Here Cork Street, 1042.8, ### Property Description:  BRAND NEW FOR SEPTEMBER 2020! Stylish student living in a great location in the city centre from €240pw      From here - student living  Cork Street is in a great location for access to all of the colleges  universities and the city centre. Cork Street will offer fantastic social spaces  including roof terraces and an onsite gym.      Looking to share with your mates? We offer shared apartments with your own private en-suite bedroom and access to a shared kitchen and living space. Each room comes with a small double bed  loads of storage  plenty of work space and your very own en-suite shower room.      All bills* included and Wi-Fi throughout  makes your living experience with us even better. Our on-site team are also on hand  and arrange a great social calandar for you to enjoy!      We have a number of room types available  please visit our website for full information  availability and offers.  
Highlight Parkgate  43 Montpelier Hill  Arbour Hill  Dublin 7, 977.625, ### Property Description:  Flexible tenancy lengths available  see our website or contact the Accommodation Team for details!         With en-suite student rooms and fantastic social spaces for you to enjoy  our new Dublin student accommodation offers a convenient base to and from campus and close to many of the city's premier hotspots.      We have a great selection of rooms within shared apartments including en-suite shower  small double bed  spacious work area and plenty of storage. Plus  we have a limited number of Studios available with your own private mini-kitchen. Each of our shared apartments comes with a spacious kitchen/dining area and comfy sofa's for you to enjoy with your flatmates.      We also offer some great social spaces with regular on-site events. We also have study rooms and an exclusive on-site gym with hi-spec equipment.  
From Here, 955.9, ### Property Description:  BRAND NEW STUDENT HOMES IN GALWAY! Opening September 2020.      With a variety of rooms to choose from  there's something that's bound to be perfect for you at from here - student living  Galway Central. Choose from our en-suite rooms with shared kitchens and living space  perfect for flatmate nights in  or opt for a studio with your own private mini-kitchen. Don't forget  you can share a studio at no extra cost - there's plenty of space in ours for two!      Our fantastic social spaces offer you a place to hang out with friends  or enjoy one of our regular social events. From movie nights to pizza parties  you'll never be bored when living with Fresh. We also have a cinema room  project room and fantastic outdoor spaces.      All of your bills*  contents insurance and Wi-Fi are all included in your rent making budgeting that much easier.      We have a number of room types available  please visit our website for full information  availability and offers.  
Swuite Galway Student Accommodation  Bohermore  Galway City  Co. Galway, 916.795, ### Property Description:  Next Level Student Accommodation in Galway City   Swuite Dublin is a high quality and professionally managed student accommodation   specifically designed for use by undergraduates  post-graduates and visiting academics      Our luxurious state of the art Suites are between 19 & 25 square meters and all have ensuite bathrooms  study bedrooms and a kitchenette or separate kitchen.      Stay safe in the knowledge that a friendly face is available at reception 24 hours a day.   Stay connected on all devices  everywhere in Swuite with free WiFi   Stay in comfort with fully furnished kitchen and living area with snug sofas   Stay affordably  because we have no hidden costs  our prices include all bills and utilities such as electricity  heat  WiFi  water  TV Licence and waste collection   Have fun is our on-site games room   Stay fresh as the property offers on-site laundry facilities.  
Swuite Dublin Student Accommodation Grangegorman  Dublin 7, 1064.5249999999999, ### Property Description:  Swuite Dublin a Luxury Student Accommodation in the capital city!   Swuite Dublin is a high quality and professionally managed student accommodation   specifically designed for use by undergraduates  post-graduates and visiting academics      Our luxurious state of the art rooms all have ensuite bathrooms and a shared kitchen/ living area except for the Classic Studio which has its own separate kitchenette.         Stay safe in the knowledge that a friendly face is available at reception 24 hours a day.   Stay connected on all devices  everywhere in Swuite with free WiFi   Stay in comfort with fully furnished kitchen and living area with snug sofas   Stay affordably  because we have no hidden costs  our prices include all bills and utilities such as electricity  heat  WiFi  water  TV Licence and waste collection   Stay healthy when you're eating on the go with our onsite café   Have fun is our on-site games room   Stay fresh as the property offers on-site laundry facilities.  
